PEDIDO;PRODUTO;QUANTIDADE;PREÇO UNITÁRIO;DATA E HORA COMPRA;CIDADE;CÓDIGO CLIENTE;MES;REFERENCIA
253862;Fones de ouvido com fio;1;61,74;17/07/2023 15:47;Salvador;2215;7;202307
253863;iPhone;1;9890;15/01/2023 13:21;Campinas;30301;1;202301
253864;Pilhas AA (pacote com 4);2;19,77;13/02/2023 09:57;São Paulo;90001;2;202302
253865;Monitor de 20 polegadas;1;566,44;04/09/2023 10:07;Fortaleza;94016;9;202309
253866;Cabo de carregamento Lightning;1;76,99;01/06/2023 02:41;Manaus;10001;6;202306
253867;Fones de ouvido com fio;1;61,74;09/10/2023 20:35;São Paulo;90001;10;202310
253868;Fones de ouvido Apple Airpods;1;772,5;10/10/2023 20:26;São Paulo;90001;10;202310
253868;Cabo de carregamento USB-C;1;61,54;13/12/2022 01:20;São Paulo;90001;12;202212
253869;Xiaomi Redmi 10;1;3090;27/12/2022 04:05;São Paulo;90001;12;202212
253870;Baterias AAA (pacote com 4);1;15,39;15/03/2023 09:15;Fortaleza;94016;3;202303
253871;Fones de ouvido Apple Airpods;1;772,5;30/03/2023 17:39;Fortaleza;94016;3;202303
253872;Pilhas AA (pacote com 4);1;19,77;30/11/2022 16:46;Belo Horizonte;98101;11;202211
253873;Fones de ouvido Bose SoundSport;1;514,94;27/12/2022 12:09;Fortaleza;94016;12;202212
253874;Fones de ouvido com fio;1;61,74;26/01/2023 01:40;Fortaleza;94016;1;202301
253875;Monitor FHD de 27 polegadas;1;772,44;24/10/2022 08:08;Salvador;2215;10;202210
253876;Telefone Motorola X;1;2060;28/11/2022 13:08;Fortaleza;94016;11;202211
253877;Pilhas AA (pacote com 4);2;19,77;28/05/2023 16:53;Fortaleza;94016;5;202305
253878;Baterias AAA (pacote com 4);1;15,39;08/05/2023 13:11;Fortaleza;94016;5;202305
253879;iPhone;1;9890;20/06/2023 21:55;Fortaleza;94016;6;202306
253880;iPhone;1;9890;14/03/2023 22:50;Salvador;2215;3;202303
253881;Baterias AAA (pacote com 4);2;15,39;20/01/2023 03:05;Manaus;10001;1;202301
253882;Xiaomi Redmi 10;1;3090;12/01/2023 08:42;Manaus;10001;1;202301
253883;Fones de ouvido com fio;1;61,74;10/06/2023 22:04;Rio de Janeiro;73301;6;202306
253884;Cabo de carregamento USB-C;1;61,54;08/05/2023 22:48;Fortaleza;94016;5;202305
253885;Cabo de carregamento Lightning;1;76,99;22/06/2023 14:13;Campinas;30301;6;202306
253886;Monitor para jogos 4K de 27 polegadas;1;2008,44;03/01/2023 12:06;Campinas;30301;1;202301
253887;Cabo de carregamento USB-C;1;61,54;15/10/2022 06:28;Rio de Janeiro;73301;10;202210
253888;Laptop ThinkPad;1;5149,94;17/11/2022 21:27;Manaus;10001;11;202211
253889;Fones de ouvido com fio;1;61,74;24/07/2023 00:27;Manaus;10001;7;202307
253890;Monitor de 20 polegadas;1;566,44;18/03/2023 09:30;Fortaleza;94016;3;202303
253891;Fones de ouvido Bose SoundSport;1;514,94;24/04/2023 21:25;Belo Horizonte;98101;4;202304
253892;Cabo de carregamento Lightning;1;76,99;15/01/2023 19:53;Salvador;2215;1;202301
253893;Cabo de carregamento Lightning;1;76,99;16/03/2023 01:19;Florianópolis;75001;3;202303
253894;Fones de ouvido Bose SoundSport;1;514,94;20/05/2023 00:29;Fortaleza;94016;5;202305
253895;Fones de ouvido com fio;1;61,74;16/10/2022 11:12;Fortaleza;94016;10;202210
253896;Fones de ouvido Apple Airpods;1;772,5;17/05/2023 19:08;Florianópolis;75001;5;202305
253897;Fones de ouvido Apple Airpods;1;772,5;31/07/2023 08:24;São Paulo;90001;7;202307
253897;iPhone;1;9890;05/09/2023 23:25;São Paulo;90001;9;202309
253898;Monitor ultralargo de 34 pol.;1;1956,94;10/05/2023 00:55;Salvador;2215;5;202305
253899;Máquina de lavar LG;1;3090;24/01/2023 03:59;Salvador;2215;1;202301
253900;Monitor FHD de 27 polegadas;1;772,44;17/12/2022 01:58;São Paulo;90001;12;202212
253901;Fones de ouvido Bose SoundSport;1;514,94;19/03/2023 13:25;Salvador;2215;3;202303
253902;Cabo de carregamento Lightning;1;76,99;13/03/2023 12:26;Fortaleza;94016;3;202303
253903;Cabo de carregamento USB-C;1;61,54;04/04/2023 01:37;Salvador;2215;4;202304
253904;Monitor para jogos 4K de 27 polegadas;1;2008,44;28/09/2023 03:16;Fortaleza;94016;9;202309
253904;TV de tela plana;1;1545;07/11/2022 19:23;Fortaleza;94016;11;202211
253905;Baterias AAA (pacote com 4);1;15,39;24/11/2022 08:39;Florianópolis;75001;11;202211
253906;TV de tela plana;1;1545;07/01/2023 17:47;São Paulo;90001;1;202301
253907;iPhone;1;9890;19/04/2023 20:40;Manaus;10001;4;202304
253908;Pilhas AA (pacote com 4);1;19,77;04/06/2023 12:04;Florianópolis;75001;6;202306
253909;Pilhas AA (pacote com 4);2;19,77;12/03/2023 03:40;Campinas;30301;3;202303
253910;TV de tela plana;1;1545;16/08/2023 01:57;Salvador;2215;8;202308
253911;Fones de ouvido Apple Airpods;1;772,5;25/05/2023 19:54;Salvador;2215;5;202305
253912;Fones de ouvido com fio;1;61,74;29/04/2023 09:53;Fortaleza;94016;4;202304
253913;Baterias AAA (pacote com 4);2;15,39;23/12/2022 19:14;São Paulo;90001;12;202212
253914;Fones de ouvido Apple Airpods;1;772,5;04/02/2023 08:20;Manaus;10001;2;202302
253915;Fones de ouvido Apple Airpods;1;772,5;29/10/2022 09:41;Campinas;30301;10;202210
253916;Monitor para jogos 4K de 27 polegadas;1;2008,44;08/05/2023 04:12;Salvador;2215;5;202305
253917;Cabo de carregamento Lightning;1;76,99;19/06/2023 03:05;Manaus;10001;6;202306
253918;Baterias AAA (pacote com 4);3;15,39;20/07/2023 16:33;Fortaleza;94016;7;202307
253919;Fones de ouvido com fio;1;61,74;15/09/2023 08:56;Fortaleza;94016;9;202309
253920;Monitor FHD de 27 polegadas;1;772,44;22/03/2023 22:07;Salvador;2215;3;202303
253921;Baterias AAA (pacote com 4);1;15,39;01/07/2023 13:11;São Paulo;90001;7;202307
253922;Fones de ouvido Bose SoundSport;1;514,94;12/08/2023 20:47;Bahia;97035;8;202308
253923;Xiaomi Redmi 10;1;3090;23/05/2023 22:04;Salvador;2215;5;202305
253924;Cabo de carregamento USB-C;1;61,54;14/11/2022 05:41;Fortaleza;94016;11;202211
253925;Laptop ThinkPad;1;5149,94;27/12/2022 13:37;Florianópolis;75001;12;202212
253926;Cabo de carregamento USB-C;1;61,54;09/07/2023 20:55;Rio de Janeiro;73301;7;202307
253927;Baterias AAA (pacote com 4);2;15,39;19/11/2022 19:00;Manaus;10001;11;202211
253928;Fones de ouvido com fio;2;61,74;03/07/2023 23:36;Manaus;10001;7;202307
253929;Monitor para jogos 4K de 27 polegadas;1;2008,44;05/09/2023 11:22;Manaus;10001;9;202309
253929;Monitor de 20 polegadas;1;566,44;17/08/2023 23:56;Manaus;10001;8;202308
253930;Monitor ultralargo de 34 pol.;1;1956,94;27/08/2023 23:04;Florianópolis;75001;8;202308
253931;Baterias AAA (pacote com 4);1;15,39;20/05/2023 13:46;Belo Horizonte;98101;5;202305
253932;Fones de ouvido com fio;1;61,74;21/11/2022 19:35;Fortaleza;94016;11;202211
253933;Laptop ThinkPad;1;5149,94;19/07/2023 09:21;Fortaleza;94016;7;202307
253934;Fones de ouvido Apple Airpods;1;772,5;06/11/2022 07:01;São Paulo;90001;11;202211
253935;Cabo de carregamento USB-C;1;61,54;22/09/2023 11:58;Rio de Janeiro;73301;9;202309
253936;Monitor ultralargo de 34 pol.;1;1956,94;29/08/2023 20:38;São Paulo;90001;8;202308
253937;Monitor para jogos 4K de 27 polegadas;1;2008,44;17/03/2023 18:58;Fortaleza;94016;3;202303
253938;Máquina de lavar LG;1;3090;27/12/2022 23:22;Manaus;10001;12;202212
253939;Fones de ouvido Apple Airpods;1;772,5;02/04/2023 22:58;Belo Horizonte;98101;4;202304
253940;Fones de ouvido Bose SoundSport;1;514,94;11/01/2023 11:36;Fortaleza;94016;1;202301
253940;Cabo de carregamento Lightning;1;76,99;09/11/2022 21:25;Fortaleza;94016;11;202211
253941;Monitor para jogos 4K de 27 polegadas;1;2008,44;19/01/2023 10:05;Salvador;2215;1;202301
253942;Pilhas AA (pacote com 4);1;19,77;01/05/2023 12:07;Campinas;30301;5;202305
253943;Baterias AAA (pacote com 4);2;15,39;01/05/2023 08:02;Fortaleza;94016;5;202305
253944;Baterias AAA (pacote com 4);1;15,39;06/01/2023 06:52;Fortaleza;94016;1;202301
253945;Fones de ouvido Apple Airpods;1;772,5;30/04/2023 13:02;Fortaleza;94016;4;202304
253946;Fones de ouvido com fio;1;61,74;08/05/2023 22:45;Belo Horizonte;98101;5;202305
253947;Pilhas AA (pacote com 4);4;19,77;10/06/2023 10:41;Rio de Janeiro;73301;6;202306
253948;Monitor para jogos 4K de 27 polegadas;1;2008,44;26/12/2022 23:51;Florianópolis;75001;12;202212
253949;Cabo de carregamento Lightning;1;76,99;18/08/2023 14:16;Florianópolis;75001;8;202308
253950;Monitor de 20 polegadas;1;566,44;17/11/2022 23:50;Rio de Janeiro;73301;11;202211
253951;Cabo de carregamento Lightning;1;76,99;15/05/2023 01:20;Fortaleza;94016;5;202305
253952;Baterias AAA (pacote com 4);1;15,39;19/04/2023 00:28;Rio de Janeiro;73301;4;202304
253953;Baterias AAA (pacote com 4);2;15,39;27/08/2023 15:30;São Paulo;90001;8;202308
253954;Pilhas AA (pacote com 4);1;19,77;13/02/2023 04:02;São Paulo;90001;2;202302
253955;Baterias AAA (pacote com 4);2;15,39;10/09/2023 01:00;Belo Horizonte;98101;9;202309
253956;Monitor FHD de 27 polegadas;1;772,44;21/01/2023 04:09;Fortaleza;94016;1;202301
253957;Cabo de carregamento USB-C;1;61,54;25/11/2022 09:55;São Paulo;90001;11;202211
253958;Fones de ouvido Apple Airpods;1;772,5;11/07/2023 03:24;São Paulo;90001;7;202307
253959;Monitor ultralargo de 34 pol.;1;1956,94;27/06/2023 17:18;Campinas;30301;6;202306
253960;Pilhas AA (pacote com 4);2;19,77;18/06/2023 16:47;Fortaleza;94016;6;202306
253961;Xiaomi Redmi 10;1;3090;05/10/2023 10:04;Salvador;2215;10;202310
253962;Baterias AAA (pacote com 4);1;15,39;17/12/2022 12:16;Manaus;10001;12;202212
253963;Pilhas AA (pacote com 4);1;19,77;01/07/2023 00:52;Fortaleza;94016;7;202307
253964;Laptop Macbook Pro;1;8755;26/07/2023 06:55;Florianópolis;75001;7;202307
253965;Pilhas AA (pacote com 4);1;19,77;03/11/2022 15:36;Belo Horizonte;98101;11;202211
253966;Fones de ouvido Apple Airpods;1;772,5;25/01/2023 09:21;Belo Horizonte;98101;1;202301
253967;Baterias AAA (pacote com 4);2;15,39;19/04/2023 05:20;Salvador;2215;4;202304
253968;Fones de ouvido com fio;2;61,74;06/10/2023 14:36;Salvador;2215;10;202310
253968;Monitor ultralargo de 34 pol.;1;1956,94;25/06/2023 04:10;Salvador;2215;6;202306
253969;iPhone;1;9890;12/03/2023 11:06;Fortaleza;94016;3;202303
253970;Fones de ouvido com fio;1;61,74;10/10/2023 11:08;Fortaleza;94016;10;202310
253971;Cabo de carregamento Lightning;1;76,99;06/11/2022 04:57;São Paulo;90001;11;202211
253972;Baterias AAA (pacote com 4);1;15,39;29/05/2023 15:40;Bahia;4101;5;202305
253973;TV de tela plana;1;1545;15/05/2023 16:02;Rio de Janeiro;73301;5;202305
253974;Monitor para jogos 4K de 27 polegadas;1;2008,44;03/02/2023 04:27;Belo Horizonte;98101;2;202302
253975;Fones de ouvido com fio;1;61,74;17/11/2022 16:00;Salvador;2215;11;202211
253976;Pilhas AA (pacote com 4);2;19,77;25/05/2023 20:38;São Paulo;90001;5;202305
253977;Cabo de carregamento Lightning;1;76,99;09/07/2023 23:47;Campinas;30301;7;202307
253978;iPhone;1;9890;25/05/2023 13:21;Bahia;97035;5;202305
253978;Cabo de carregamento Lightning;1;76,99;15/04/2023 07:20;Bahia;97035;4;202304
253978;Fones de ouvido com fio;2;61,74;12/10/2022 19:52;Bahia;97035;10;202210
253979;iPhone;1;9890;03/07/2023 14:39;Manaus;10001;7;202307
253980;Fones de ouvido com fio;1;61,74;02/10/2023 06:17;Belo Horizonte;98101;10;202310
253981;Cabo de carregamento Lightning;1;76,99;21/04/2023 16:33;Campinas;30301;4;202304
253981;Cabo de carregamento Lightning;1;76,99;04/08/2023 05:02;Campinas;30301;8;202308
253982;Fones de ouvido com fio;1;61,74;26/10/2022 14:25;Salvador;2215;10;202210
253983;Monitor ultralargo de 34 pol.;1;1956,94;14/05/2023 10:49;São Paulo;90001;5;202305
253984;Cabo de carregamento Lightning;1;76,99;11/06/2023 12:03;Florianópolis;75001;6;202306
253985;Fones de ouvido com fio;1;61,74;05/08/2023 00:32;Manaus;10001;8;202308
253986;Laptop Macbook Pro;1;8755;21/11/2022 13:09;São Paulo;90001;11;202211
253987;iPhone;1;9890;05/03/2023 04:35;Fortaleza;94016;3;202303
253987;Cabo de carregamento Lightning;1;76,99;30/01/2023 19:29;Fortaleza;94016;1;202301
253988;Monitor FHD de 27 polegadas;1;772,44;16/12/2022 18:31;Campinas;30301;12;202212
253989;TV de tela plana;1;1545;28/05/2023 18:04;São Paulo;90001;5;202305
253990;Fones de ouvido com fio;1;61,74;02/07/2023 21:59;Belo Horizonte;98101;7;202307
253991;Cabo de carregamento Lightning;1;76,99;18/09/2023 21:55;São Paulo;90001;9;202309
253992;Pilhas AA (pacote com 4);1;19,77;20/12/2022 12:15;Fortaleza;94016;12;202212
253993;Laptop Macbook Pro;1;8755;16/03/2023 05:01;Manaus;10001;3;202303
253994;Cabo de carregamento USB-C;1;61,54;13/12/2022 09:30;Manaus;10001;12;202212
253995;Cabo de carregamento Lightning;1;76,99;04/12/2022 00:53;Fortaleza;94016;12;202212
253996;Baterias AAA (pacote com 4);1;15,39;02/07/2023 08:17;Bahia;97035;7;202307
253997;Pilhas AA (pacote com 4);1;19,77;17/10/2022 12:13;Fortaleza;94016;10;202210
253998;Baterias AAA (pacote com 4);2;15,39;08/08/2023 23:05;Fortaleza;94016;8;202308
253999;Fones de ouvido Apple Airpods;1;772,5;07/11/2022 11:24;São Paulo;90001;11;202211
254000;Pilhas AA (pacote com 4);2;19,77;21/07/2023 00:06;Rio de Janeiro;73301;7;202307
254001;Cabo de carregamento Lightning;1;76,99;01/04/2023 21:04;São Paulo;90001;4;202304
254002;Fones de ouvido Apple Airpods;1;772,5;15/12/2022 06:17;São Paulo;90001;12;202212
254003;Baterias AAA (pacote com 4);1;15,39;02/02/2023 06:58;Belo Horizonte;98101;2;202302
254004;Fones de ouvido Bose SoundSport;1;514,94;01/01/2023 11:43;Bahia;97035;1;202301
254005;Fones de ouvido com fio;2;61,74;18/09/2023 00:35;Manaus;10001;9;202309
254006;Monitor de 20 polegadas;1;566,44;06/01/2023 19:20;Salvador;2215;1;202301
254007;Cabo de carregamento Lightning;1;76,99;15/06/2023 12:31;Manaus;10001;6;202306
254008;Fones de ouvido com fio;1;61,74;18/02/2023 03:19;Fortaleza;94016;2;202302
254009;Fones de ouvido Bose SoundSport;1;514,94;12/02/2023 03:46;Rio de Janeiro;73301;2;202302
254010;Fones de ouvido Bose SoundSport;1;514,94;24/07/2023 02:45;Salvador;2215;7;202307
254011;iPhone;1;9890;05/02/2023 04:12;São Paulo;90001;2;202302
254012;Baterias AAA (pacote com 4);1;15,39;04/12/2022 10:08;Fortaleza;94016;12;202212
254013;Fones de ouvido Bose SoundSport;1;514,94;07/05/2023 04:43;Fortaleza;94016;5;202305
254014;Cabo de carregamento USB-C;1;61,54;20/05/2023 23:20;Florianópolis;75001;5;202305
254015;Fones de ouvido Bose SoundSport;1;514,94;25/09/2023 07:29;Fortaleza;94016;9;202309
254016;Pilhas AA (pacote com 4);2;19,77;07/10/2023 06:13;Salvador;2215;10;202310
254017;Fones de ouvido Bose SoundSport;1;514,94;05/06/2023 23:54;Salvador;2215;6;202306
254018;Xiaomi Redmi 10;1;3090;27/06/2023 22:44;Campinas;30301;6;202306
254019;Pilhas AA (pacote com 4);1;19,77;29/09/2023 23:07;Campinas;30301;9;202309
254020;Fones de ouvido com fio;1;61,74;16/10/2022 11:00;Belo Horizonte;98101;10;202210
254021;Fones de ouvido Apple Airpods;1;772,5;06/01/2023 07:14;Florianópolis;75001;1;202301
254022;Fones de ouvido com fio;1;61,74;19/12/2022 01:25;Belo Horizonte;98101;12;202212
254023;Cabo de carregamento Lightning;1;76,99;26/07/2023 22:03;Belo Horizonte;98101;7;202307
254024;Cabo de carregamento USB-C;1;61,54;02/11/2022 22:28;Manaus;10001;11;202211
254025;Xiaomi Redmi 10;1;3090;17/09/2023 08:53;Fortaleza;94016;9;202309
254026;Fones de ouvido com fio;1;61,74;16/03/2023 11:01;Fortaleza;94016;3;202303
254027;Baterias AAA (pacote com 4);1;15,39;04/07/2023 17:11;Salvador;2215;7;202307
254028;Fones de ouvido com fio;1;61,74;12/03/2023 13:33;Fortaleza;94016;3;202303
254029;Cabo de carregamento USB-C;1;61,54;21/10/2022 02:56;Florianópolis;75001;10;202210
254030;Fones de ouvido com fio;1;61,74;16/02/2023 02:06;Rio de Janeiro;73301;2;202302
254031;Cabo de carregamento Lightning;2;76,99;07/04/2023 11:01;Fortaleza;94016;4;202304
254032;Cabo de carregamento USB-C;3;61,54;02/03/2023 13:31;Salvador;2215;3;202303
254033;Xiaomi Redmi 10;1;3090;15/08/2023 13:07;Rio de Janeiro;73301;8;202308
254034;Pilhas AA (pacote com 4);1;19,77;07/04/2023 19:44;Manaus;10001;4;202304
254035;Fones de ouvido Apple Airpods;1;772,5;21/02/2023 23:15;Fortaleza;94016;2;202302
254036;Cabo de carregamento USB-C;1;61,54;06/04/2023 22:23;Fortaleza;94016;4;202304
254037;Cabo de carregamento Lightning;1;76,99;06/01/2023 14:24;Fortaleza;94016;1;202301
254038;Cabo de carregamento USB-C;1;61,54;18/10/2022 14:07;São Paulo;90001;10;202210
254039;Laptop ThinkPad;1;5149,94;06/09/2023 15:59;Campinas;30301;9;202309
254040;Monitor para jogos 4K de 27 polegadas;1;2008,44;26/11/2022 19:02;Campinas;30301;11;202211
254041;Fones de ouvido Bose SoundSport;1;514,94;11/05/2023 08:21;Fortaleza;94016;5;202305
254042;Pilhas AA (pacote com 4);2;19,77;31/01/2023 21:03;Campinas;30301;1;202301
254043;Baterias AAA (pacote com 4);1;15,39;09/02/2023 16:46;Fortaleza;94016;2;202302
254044;Cabo de carregamento Lightning;1;76,99;22/08/2023 21:35;Bahia;4101;8;202308
254045;Xiaomi Redmi 10;1;3090;03/11/2022 08:14;Salvador;2215;11;202211
254046;Xiaomi Redmi 10;1;3090;01/02/2023 03:43;Salvador;2215;2;202302
254046;Fones de ouvido com fio;1;61,74;18/05/2023 23:35;Salvador;2215;5;202305
254047;Monitor de 20 polegadas;1;566,44;08/05/2023 08:53;Manaus;10001;5;202305
254048;Fones de ouvido Apple Airpods;1;772,5;12/01/2023 09:08;Bahia;97035;1;202301
254049;Pilhas AA (pacote com 4);1;19,77;29/11/2022 00:52;Bahia;97035;11;202211
254050;Cabo de carregamento Lightning;1;76,99;15/02/2023 00:57;Salvador;2215;2;202302
254051;Monitor FHD de 27 polegadas;1;772,44;12/09/2023 17:25;Bahia;97035;9;202309
254052;Fones de ouvido Bose SoundSport;1;514,94;16/06/2023 07:44;Campinas;30301;6;202306
254053;Baterias AAA (pacote com 4);1;15,39;14/05/2023 01:36;Belo Horizonte;98101;5;202305
254054;Fones de ouvido com fio;2;61,74;20/12/2022 08:38;Bahia;4101;12;202212
254055;Xiaomi Redmi 10;1;3090;10/04/2023 12:30;Salvador;2215;4;202304
254056;Baterias AAA (pacote com 4);1;15,39;05/05/2023 20:36;Fortaleza;94016;5;202305
254057;Monitor para jogos 4K de 27 polegadas;1;2008,44;14/11/2022 14:28;Campinas;30301;11;202211
254058;Baterias AAA (pacote com 4);2;15,39;10/12/2022 14:58;Belo Horizonte;98101;12;202212
254059;Fones de ouvido Bose SoundSport;1;514,94;19/01/2023 18:41;Manaus;10001;1;202301
254060;Monitor ultralargo de 34 pol.;1;1956,94;31/01/2023 07:11;Manaus;10001;1;202301
254061;Monitor FHD de 27 polegadas;1;772,44;25/08/2023 22:57;Florianópolis;75001;8;202308
254062;Monitor de 20 polegadas;1;566,44;25/03/2023 01:13;São Paulo;90001;3;202303
254063;Baterias AAA (pacote com 4);1;15,39;17/11/2022 18:29;Florianópolis;75001;11;202211
254064;Fones de ouvido Apple Airpods;1;772,5;29/10/2022 15:23;Manaus;10001;10;202210
254065;Cabo de carregamento Lightning;1;76,99;28/02/2023 04:49;Fortaleza;94016;2;202302
254066;Fones de ouvido com fio;4;61,74;24/04/2023 07:04;Fortaleza;94016;4;202304
254066;Fones de ouvido Bose SoundSport;1;514,94;12/07/2023 06:08;Fortaleza;94016;7;202307
254067;Fones de ouvido com fio;1;61,74;12/05/2023 02:30;São Paulo;90001;5;202305
254068;Baterias AAA (pacote com 4);1;15,39;26/01/2023 23:10;São Paulo;90001;1;202301
254069;TV de tela plana;1;1545;30/12/2022 07:31;Manaus;10001;12;202212
254070;TV de tela plana;1;1545;08/12/2022 09:55;Bahia;97035;12;202212
254071;Monitor ultralargo de 34 pol.;1;1956,94;27/05/2023 22:02;Belo Horizonte;98101;5;202305
254072;Fones de ouvido com fio;2;61,74;27/06/2023 08:58;Fortaleza;94016;6;202306
254073;Monitor para jogos 4K de 27 polegadas;1;2008,44;07/11/2022 15:30;Manaus;10001;11;202211
254074;Cabo de carregamento Lightning;1;76,99;28/02/2023 01:29;Fortaleza;94016;2;202302
254075;Pilhas AA (pacote com 4);1;19,77;19/02/2023 01:45;Florianópolis;75001;2;202302
254076;Cabo de carregamento Lightning;1;76,99;13/08/2023 10:18;Florianópolis;75001;8;202308
254077;Cabo de carregamento USB-C;1;61,54;26/06/2023 09:13;Bahia;97035;6;202306
254078;Baterias AAA (pacote com 4);1;15,39;05/01/2023 20:38;Fortaleza;94016;1;202301
254078;Laptop Macbook Pro;1;8755;07/05/2023 10:51;Fortaleza;94016;5;202305
254079;Cabo de carregamento USB-C;1;61,54;01/12/2022 15:00;Fortaleza;94016;12;202212
254080;Laptop Macbook Pro;1;8755;28/06/2023 14:47;Manaus;10001;6;202306
254081;Pilhas AA (pacote com 4);1;19,77;10/05/2023 02:16;Belo Horizonte;98101;5;202305
254082;Fones de ouvido com fio;1;61,74;03/01/2023 11:27;São Paulo;90001;1;202301
254083;Fones de ouvido Bose SoundSport;1;514,94;12/07/2023 20:43;Salvador;2215;7;202307
254084;Baterias AAA (pacote com 4);1;15,39;15/05/2023 07:11;Fortaleza;94016;5;202305
254085;Telefone Motorola X;1;2060;13/03/2023 07:29;Fortaleza;94016;3;202303
254086;Fones de ouvido Apple Airpods;1;772,5;02/06/2023 05:09;Fortaleza;94016;6;202306
254087;Pilhas AA (pacote com 4);1;19,77;03/08/2023 22:49;Fortaleza;94016;8;202308
254088;Fones de ouvido Apple Airpods;1;772,5;05/04/2023 05:50;Salvador;2215;4;202304
254089;Laptop ThinkPad;1;5149,94;17/01/2023 16:41;São Paulo;90001;1;202301
254090;Baterias AAA (pacote com 4);1;15,39;24/07/2023 02:59;Belo Horizonte;98101;7;202307
254091;Fones de ouvido com fio;1;61,74;16/10/2022 17:10;Fortaleza;94016;10;202210
254092;Cabo de carregamento Lightning;1;76,99;05/03/2023 22:20;Bahia;97035;3;202303
254093;Monitor para jogos 4K de 27 polegadas;1;2008,44;08/09/2023 18:40;São Paulo;90001;9;202309
254094;Monitor para jogos 4K de 27 polegadas;1;2008,44;04/12/2022 07:46;Salvador;2215;12;202212
254095;Baterias AAA (pacote com 4);1;15,39;22/11/2022 14:06;São Paulo;90001;11;202211
254096;Monitor ultralargo de 34 pol.;1;1956,94;19/06/2023 17:40;Rio de Janeiro;73301;6;202306
254097;Monitor para jogos 4K de 27 polegadas;1;2008,44;13/10/2022 23:21;Fortaleza;94016;10;202210
254098;Baterias AAA (pacote com 4);1;15,39;01/10/2023 17:06;Fortaleza;94016;10;202310
254099;Fones de ouvido Apple Airpods;1;772,5;31/07/2023 14:15;Salvador;2215;7;202307
254100;Pilhas AA (pacote com 4);2;19,77;30/06/2023 10:30;Fortaleza;94016;6;202306
254101;Pilhas AA (pacote com 4);4;19,77;26/01/2023 01:06;Rio de Janeiro;73301;1;202301
254102;Cabo de carregamento Lightning;1;76,99;05/02/2023 05:39;São Paulo;90001;2;202302
254103;Cabo de carregamento USB-C;1;61,54;18/01/2023 15:52;Manaus;10001;1;202301
254104;Cabo de carregamento USB-C;1;61,54;14/12/2022 00:00;Fortaleza;94016;12;202212
254105;Cabo de carregamento USB-C;1;61,54;13/08/2023 22:40;Salvador;2215;8;202308
254106;Baterias AAA (pacote com 4);1;15,39;30/12/2022 18:25;São Paulo;90001;12;202212
254107;Baterias AAA (pacote com 4);1;15,39;02/06/2023 03:33;Belo Horizonte;98101;6;202306
254108;Fones de ouvido Apple Airpods;1;772,5;26/05/2023 19:47;Bahia;97035;5;202305
254109;Laptop Macbook Pro;1;8755;07/07/2023 02:45;Belo Horizonte;98101;7;202307
254110;Xiaomi Redmi 10;1;3090;12/04/2023 03:54;Bahia;97035;4;202304
254111;Monitor para jogos 4K de 27 polegadas;1;2008,44;26/05/2023 23:14;Rio de Janeiro;73301;5;202305
254112;Laptop ThinkPad;1;5149,94;24/12/2022 08:58;Manaus;10001;12;202212
254113;Fones de ouvido com fio;1;61,74;31/05/2023 14:27;São Paulo;90001;5;202305
254114;Xiaomi Redmi 10;1;3090;02/06/2023 02:40;São Paulo;90001;6;202306
254114;Cabo de carregamento USB-C;1;61,54;08/05/2023 03:27;São Paulo;90001;5;202305
254115;Baterias AAA (pacote com 4);1;15,39;16/10/2022 19:26;Bahia;4101;10;202210
254116;Cabo de carregamento Lightning;1;76,99;01/04/2023 11:44;Fortaleza;94016;4;202304
254117;Baterias AAA (pacote com 4);2;15,39;24/09/2023 14:37;Fortaleza;94016;9;202309
254118;Laptop ThinkPad;1;5149,94;22/09/2023 14:36;Fortaleza;94016;9;202309
254119;Xiaomi Redmi 10;1;3090;02/01/2023 15:27;Salvador;2215;1;202301
254119;Cabo de carregamento USB-C;1;61,54;10/02/2023 22:28;Salvador;2215;2;202302
254120;Pilhas AA (pacote com 4);1;19,77;19/08/2023 07:42;Fortaleza;94016;8;202308
254121;Cabo de carregamento USB-C;1;61,54;15/02/2023 13:48;Bahia;97035;2;202302
254122;Monitor para jogos 4K de 27 polegadas;2;2008,44;10/07/2023 09:02;Florianópolis;75001;7;202307
254123;TV de tela plana;1;1545;14/12/2022 10:40;São Paulo;90001;12;202212
254124;Fones de ouvido com fio;1;61,74;12/06/2023 03:17;Belo Horizonte;98101;6;202306
254125;Pilhas AA (pacote com 4);1;19,77;13/04/2023 17:05;Rio de Janeiro;73301;4;202304
254126;Cabo de carregamento Lightning;1;76,99;18/01/2023 16:22;Campinas;30301;1;202301
254127;Cabo de carregamento Lightning;1;76,99;17/11/2022 23:14;São Paulo;90001;11;202211
254128;Pilhas AA (pacote com 4);1;19,77;26/04/2023 09:16;Fortaleza;94016;4;202304
254129;Pilhas AA (pacote com 4);3;19,77;30/05/2023 17:06;Fortaleza;94016;5;202305
254130;Baterias AAA (pacote com 4);1;15,39;10/01/2023 01:50;Belo Horizonte;98101;1;202301
254131;Fones de ouvido Apple Airpods;1;772,5;09/12/2022 13:16;Belo Horizonte;98101;12;202212
254132;Laptop ThinkPad;1;5149,94;21/09/2023 04:09;Rio de Janeiro;73301;9;202309
